CanIdentifier,Type,Brand,Brew,Brewery,City,State,Caption,Size,Faces,Type,Side,Brand,Brew,Brewery,City,State,Caption,AltView,Price,Size,Faces,Tax,MandatoriesChanged,CanAdded
1184070,C,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,12,1,C,S,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,,100,12,1,T,,
1184080,C,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,12,1,C,S,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,,100,12,1,T,,
1184090,C,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,12,1,C,F,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,,90,12,1,,,
1184100,C,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,12,1,C,F,SCHMIDT'S,BEER,Schmidt,Detroit,MI,,,250,12,1,,,
1184110,C,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,,12,2,C,F,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,,,90,12,2,,,
1184120,C,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,DNCMT 3.2%,12,2,C,F,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,DNCMT 3.2%,,90,12,2,,,
1184130,C,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,DNCMT 4 PC,12,2,C,F,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,DNCMT 4 PC,,90,12,2,,,
1184140,C,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,Contains 5%,12,2,C,F,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,Contains 5%,,90,12,2,,,
1184150,C,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,STRONG,12,2,C,F,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,STRONG,,90,12,2,,,
1184160,C,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,,12,2,C,F,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,,,60,12,2,,,
1184170,C,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,N.O. 3.2%,12,2,C,F,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,N.O. 3.2%,,60,12,2,,,
1184180,C,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,4%,12,2,C,F,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,4%,,60,12,2,,,
1184190,C,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,STRONG,12,2,C,F,SCHMIDT'S CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,STRONG,,60,12,2,,,
1184200,C,SCHMIDT CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,,12,1,C,F,SCHMIDT CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,,,110,12,1,,,
1184203,C,SCHMIDT CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,,12,1,C,F,SCHMIDT CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,,,,12,1,,,Yes
1184210,C,SCHMIDT CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,4%,12,1,C,F,SCHMIDT CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,4%,,110,12,1,,,
1184220,C,SCHMIDT CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,STRONG,12,1,C,F,SCHMIDT CITY CLUB,BEER,Jacob Schmidt,St. Paul,MN,STRONG,,110,12,1,,,
1184230,C,SCHMIDT'S SELECT,CEREAL BEVERAGE,Jacob Schmidt,St. Paul,MN,"LT ""1/2 of one %""",12,1,C,F,SCHMIDT'S SELECT,CEREAL BEVERAGE,Jacob Schmidt,St. Paul,MN,"LT ""1/2 of one %""",,50,12,1,,,
1184240,C,SCHMIDT'S SELECT,CEREAL BEVERAGE,Jacob Schmidt,St. Paul,MN,4%,12,1,C,F,SCHMIDT'S SELECT,CEREAL BEVERAGE,Jacob Schmidt,St. Paul,MN,4%,,60,12,1,,,
1184250,C,SCHMIDT'S CREAM,ALE,C. Schmidt & Sons,Philadelphia,PA,,12,1,C,F,SCHMIDT'S CREAM,ALE,C. Schmidt & Sons,Philadelphia,PA,,,225,12,1,T,,
1184260,C,SCHMIDT'S CREAM,ALE,C. Schmidt & Sons,Philadelphia,PA,,12,1,C,F,SCHMIDT'S CREAM,ALE,C. Schmidt & Sons,Philadelphia,PA,,,225,12,1,T,,
1184270,C,SCHMIDT'S,ALE,C. Schmidt & Sons,Philadelphia,PA,,12,1,C,F,SCHMIDT'S,ALE,C. Schmidt & Sons,Philadelphia,PA,,,90,12,1,,,
1184280,C,SCHMIDT'S,ALE,C. Schmidt & Sons,Philadelphia,PA,,12,1,C,F,SCHMIDT'S,ALE,C. Schmidt & Sons,Philadelphia,PA,,,90,12,1,T,,
1184290,C,SCHMIDT'S,ALE,C. Schmidt & Sons,Philadelphia,PA,,12,1,C,F,SCHMIDT'S,ALE,C. Schmidt & Sons,Philadelphia,PA,,,90,12,1,T,,
1184300,C,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,,12,1,C,F,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,,,300,12,1,T,,
1184310,C,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,DULL GRAY,12,1,C,F,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,DULL GRAY,,250,12,1,T,,
1184320,C,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,Dull OD,12,1,C,F,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,Dull OD,,350,12,1,W,,
1185010,C,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,Metallic OD,12,1,C,F,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,Metallic OD,,350,12,1,W,,
1185020,C,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,DULL GRAY,12,1,C,F,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,DULL GRAY,,80,12,1,T,,
1185030,C,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,,12,1,C,F,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,,,85,12,1,T,,
1185040,C,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,Flat Bottom,12,1,C,F,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,Flat Bottom,,85,12,1,T,,
1185050,C,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,Flat Bottom,12,1,C,F,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,Flat Bottom,,110,12,1,T,Yes,
1185060,C,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,Flat Bottom,12,1,C,F,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,Flat Bottom,,85,12,1,,,
1185070,C,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,Flat Bottom,12,1,C,F,SCHMIDT'S LIGHT,BEER,C. Schmidt & Sons,Philadelphia,PA,Flat Bottom,,85,12,1,,,
1185080,C,SCOTCH HIGHLAND,ALE,New Philadelphia,New Philadelphia,OH,,12,1,C,F,SCOTCH HIGHLAND,ALE,New Philadelphia,New Philadelphia,OH,,,900,12,1,T,,
1185090,C,SEVEN ELEVEN THE NATURAL BREW,BEER,Altes,San Diego,CA,,12,2,C,F,SEVEN ELEVEN THE NATURAL BREW,BEER,Altes,San Diego,CA,,,400,12,2,,,
1185100,C,SEVENTY SIX,ALE,Terre Haute,Terre Haute,IN,,12,1,C,F,SEVENTY SIX,ALE,Terre Haute,Terre Haute,IN,,,750,12,1,T,,
1185110,C,SEVENTY SIX,ALE,Terre Haute,Terre Haute,IN,,12,1,C,F,SEVENTY SIX,ALE,Terre Haute,Terre Haute,IN,,,300,12,1,,,
1185120,C,SHERIDAN LAGER,BEER,Sheridan,Sheridan,WY,,12,1,C,F,SHERIDAN LAGER,BEER,Sheridan,Sheridan,WY,,,1000+,12,1,T,,
1185130,C,SIERRA,BEER,Reno,Reno,NV,,12,1,C,F,SIERRA,BEER,Reno,Reno,NV,,,110,12,1,T,,
1185140,C,SIERRA,BEER,Reno,Reno,NV,,12,1,C,F,SIERRA,BEER,Reno,Reno,NV,,,90,12,1,T,,
1185150,C,SIERRA,BEER,Reno,Reno,NV,Yellow,12,1,C,F,SIERRA,BEER,Reno,Reno,NV,Yellow,,125,12,1,,,
1185160,C,SIERRA,BEER,Reno,Reno,NV,Orange,12,1,C,F,SIERRA,BEER,Reno,Reno,NV,Orange,,125,12,1,,,
1185170,C,SILVER,BEER,Rainier,San Francisco,CA,N.O. 4%,12,1,C,F,SILVER,BEER,Rainier,San Francisco,CA,N.O. 4%,,1000+,12,1,T,,
1185180,C,SILVER CREAM,BEER,Menominee-Marinette,Menominee,MI,,12,1,C,F,SILVER CREAM,BEER,Menominee-Marinette,Menominee,MI,,,135,12,1,,,
1185190,C,SILVER DIME PREMIUM,BEER,Chester,Chester,PA,,12,1,C,F,SILVER DIME PREMIUM,BEER,Chester,Chester,PA,,,1000+,12,1,T,,
1185200,C,SILVER FOX,BEER,Fox Deluxe,Marion,IN,,12,1,C,F,SILVER FOX,BEER,Fox Deluxe,Marion,IN,,,325,12,1,T,,
1185210,C,SILVER FOX,BEER,Peter Fox of OK,Oklahoma City,OK,,12,1,C,F,SILVER FOX,BEER,Peter Fox of OK,Oklahoma City,OK,,,500,12,1,T,,
1185220,C,SILVER STATE LAGER,BEER,Ph. Schneider,Trinidad,CO,,12,1,C,F,SILVER STATE LAGER,BEER,Ph. Schneider,Trinidad,CO,,,1000+,12,1,T,,
1185230,C,SILVER STOCK LAGER,BEER,R. H. Graupner,Harrisburg,PA,,12,1,C,F,SILVER STOCK LAGER,BEER,R. H. Graupner,Harrisburg,PA,,,1000+,12,1,T,,
1185240,C,SOUTHERN SELECT,BEER,Galveston-Houston,Galveston,TX,,12,2,C,F,SOUTHERN SELECT,BEER,Galveston-Houston,Galveston,TX,,,1000+,12,2,T,,
1185250,C,SOUVENIR FINE,BEER,Geo. J. Renner,Akron,OH,,12,1,C,F,SOUVENIR FINE,BEER,Geo. J. Renner,Akron,OH,,,175,12,1,,,
1185260,C,SPEARMAN ENGLISH TYPE,ALE,Spearman,Pensacola,FL,,12,1,C,F,SPEARMAN ENGLISH TYPE,ALE,Spearman,Pensacola,FL,,,850,12,1,T,,
1185270,C,SPEARMAN ENGLISH TYPE,ALE,Spearman,Pensacola,FL,,12,1,C,F,SPEARMAN ENGLISH TYPE,ALE,Spearman,Pensacola,FL,,,850,12,1,,,
1185280,C,SPEARMAN,ALE,Spearman,Pensacola,FL,,12,1,C,F,SPEARMAN,ALE,Spearman,Pensacola,FL,,,300,12,1,,,
1185290,C,SPEARMAN STRAIGHT EIGHT,BEER,Spearman,Pensacola,FL,,12,1,C,F,SPEARMAN STRAIGHT EIGHT,BEER,Spearman,Pensacola,FL,,,900,12,1,T,,
1185300,C,SPEARMAN STRAIGHT EIGHT,BEER,Spearman,Pensacola,FL,,12,1,C,F,SPEARMAN STRAIGHT EIGHT,BEER,Spearman,Pensacola,FL,,,900,12,1,,,
1185310,C,SPEARMAN'S STRAIGHT EIGHT,BEER,Spearman,Pensacola,FL,,12,2,C,F,SPEARMAN'S STRAIGHT EIGHT,BEER,Spearman,Pensacola,FL,,,500,12,2,,,
1185320,C,SPEARMAN,DRAFT,Spearman,Pensacola,FL,,12,1,C,F,SPEARMAN,DRAFT,Spearman,Pensacola,FL,,,1000+,12,1,,,
1186010,C,STAG EXTRA DRY PILSENER,BEER,Griesedieck Western,Belleville,IL,IRTP on Gold,12,1,C,F,STAG EXTRA DRY PILSENER,BEER,Griesedieck Western,Belleville,IL,IRTP on Gold,,45,12,1,T,,
1186020,C,STAG EXTRA DRY PILSENER,BEER,Griesedieck Western,Belleville,IL,IRTP Below Gold,12,1,C,F,STAG EXTRA DRY PILSENER,BEER,Griesedieck Western,Belleville,IL,IRTP Below Gold,,45,12,1,T,,
1186030,C,STAG EXTRA DRY PILSENER,BEER,Griesedieck Western,Belleville,IL,DNCMT 4 PC,12,1,C,F,STAG EXTRA DRY PILSENER,BEER,Griesedieck Western,Belleville,IL,DNCMT 4 PC,,45,12,1,T,Yes,
1186032,C,STAG EXTRA DRY PILSENER,BEER,Griesedieck Western,Belleville,IL,DNCMT 4% on front,12,1,C,,STAG EXTRA DRY PILSENER,BEER,Griesedieck Western,Belleville,IL,DNCMT 4% on front,,,12,1,,,Yes
1186035,C,STAG EXTRA DRY PILSENER,BEER,Griesedieck Western,Belleville,IL,,12,1,C,F,STAG EXTRA DRY PILSENER,BEER,Griesedieck Western,Belleville,IL,,,,12,1,,,Yes
1186040,C,STAG PREMIUM BRY PILSENER,BEER,Griesedieck Western,St. Louis,MO,,12,1,C,F,STAG PREMIUM BRY PILSENER,BEER,Griesedieck Western,St. Louis,MO,,,40,12,1,,,
1186042,C,STAG PREMIUM DRY PILSENER,BEER,Griesedieck Western,St. Louis,MO,NIEO 4% on front,12,1,C,,STAG PREMIUM DRY PILSENER,BEER,Griesedieck Western,St. Louis,MO,NIEO 4% on front,,,12,1,,,Yes
1186050,C,STANDARD SPARKLING,ALE,Standard,Rochester,NY,,12,1,C,F,STANDARD SPARKLING,ALE,Standard,Rochester,NY,,,250,12,1,T,,
1186060,C,STAR BANNER,ALE,Star,Boston,MA,,12,1,C,F,STAR BANNER,ALE,Star,Boston,MA,,,1000+,12,1,T,,
1186070,C,STAR STOCK,ALE,Star,Boston,MA,,12,1,C,F,STAR STOCK,ALE,Star,Boston,MA,,,1000+,12,1,T,,
1186080,C,STEGMAIER'S,ALE,Stegmaier,Wilkes-Barre,PA,,12,1,C,F,STEGMAIER'S,ALE,Stegmaier,Wilkes-Barre,PA,,,1000+,12,1,T,,
1186090,C,STEINERBRU,BEER,Atlantic,Atlanta,GA,,12,1,C,F,STEINERBRU,BEER,Atlantic,Atlanta,GA,,,500,12,1,,,
1186100,C,STONEY'S PILSENER,BEER,Jones,Smithton,PA,,12,1,C,F,STONEY'S PILSENER,BEER,Jones,Smithton,PA,,,95,12,1,,,
1186110,C,SUN VALLEY,BEER,East Idaho,Pocatello,ID,3.20%,12,1,C,F,SUN VALLEY,BEER,East Idaho,Pocatello,ID,3.20%,,250,12,1,,,
1186120,C,SUN VALLEY,BEER,East Idaho,Pocatello,ID,DNCMT 4%,12,1,C,F,SUN VALLEY,BEER,East Idaho,Pocatello,ID,DNCMT 4%,,250,12,1,,,
1186130,C,SUNSHINE LIGHT,BEER,Barbey's,Reading,PA,,12,1,C,F,SUNSHINE LIGHT,BEER,Barbey's,Reading,PA,,,450,12,1,T,,
1186140,C,SUNSHINE EXTRA LIGHT PREMIUM,BEER,Sunshine,Reading,PA,,12,1,C,F,SUNSHINE EXTRA LIGHT PREMIUM,BEER,Sunshine,Reading,PA,,,125,12,1,,,
1186150,C,SUNSHINE EXTRA LIGHT PREMIUM,BEER,Sunshine,Reading,PA,,12,1,C,F,SUNSHINE EXTRA LIGHT PREMIUM,BEER,Sunshine,Reading,PA,,,135,12,1,,,
1186160,C,SUPREME LIGHT,BEER,South Bethlehem,Bethlehem,PA,,12,1,C,F,SUPREME LIGHT,BEER,South Bethlehem,Bethlehem,PA,,,450,12,1,T,,
1186170,C,TACOMA PALE,BEER,Rainier,San Francisco,CA,N.O. 4%,12,1,C,F,TACOMA PALE,BEER,Rainier,San Francisco,CA,N.O. 4%,,800,12,1,T,,
1186180,C,TACOMA PALE,BEER,Rainier,San Francisco,CA,N.O. 4%,12,1,C,F,TACOMA PALE,BEER,Rainier,San Francisco,CA,N.O. 4%,,800,12,1,T,,
1186190,C,TACOMA PALE,BEER,Rainier,San Francisco,CA,,12,1,C,F,TACOMA PALE,BEER,Rainier,San Francisco,CA,,,700,12,1,T,,
1186200,C,TAHOE,BEER,Carson,Carson City,NV,Red,12,1,C,F,TAHOE,BEER,Carson,Carson City,NV,Red,,700,12,1,T,,
1186210,C,TAHOE,BEER,Carson,Carson City,NV,Maroon,12,1,C,F,TAHOE,BEER,Carson,Carson City,NV,Maroon,,700,12,1,T,,
1186220,C,TALLY-HO,ALE,City,New York,NY,,12,1,C,F,TALLY-HO,ALE,City,New York,NY,,,1000+,12,1,T,,
1186225,C,TALLY-HO,ALE,City,New York,NY,,12,1,C,F,TALLY-HO,ALE,City,New York,NY,,,,12,1,W,,Yes
1186230,C,TALLY-HO,BEER,City,New York,NY,,12,1,C,F,TALLY-HO,BEER,City,New York,NY,,,1000+,12,1,T,,
1186240,C,TALLY-HO,BEER,City,New York,NY,,12,1,C,F,TALLY-HO,BEER,City,New York,NY,,,1000+,12,1,W,,
1186250,C,TALLY-HO,BEER,City,New York,NY,,12,1,C,F,TALLY-HO,BEER,City,New York,NY,,,1000+,12,1,T,,
1186260,C,TAM O'SHANTER DRY HOPPED,ALE,American,Rochester,NY,,12,1,C,F,TAM O'SHANTER DRY HOPPED,ALE,American,Rochester,NY,,,135,12,1,T,,
1186270,C,TAM O'SHANTER DRY HOPPED,ALE,American,Rochester,NY,,12,1,C,F,TAM O'SHANTER DRY HOPPED,ALE,American,Rochester,NY,,,850,12,1,T,,
1186280,C,TAM O'SHANTER LAGER,BEER,American,Rochester,NY,,12,1,C,F,TAM O'SHANTER LAGER,BEER,American,Rochester,NY,,,600,12,1,T,,
1186290,C,TAM O'SHANTER LAGER,BEER,American,Rochester,NY,,12,1,C,F,TAM O'SHANTER LAGER,BEER,American,Rochester,NY,,,1000+,12,1,T,,
1186300,C,TAVERN,BEER,LaFayette,LaFayette,IN,,12,1,C,F,TAVERN,BEER,LaFayette,LaFayette,IN,,,125,12,1,T,,
1186310,C,TAVERN,BEER,LaFayette,LaFayette,IN,,12,1,C,F,TAVERN,BEER,LaFayette,LaFayette,IN,,,125,12,1,,,
1186320,C,THREE THIRTY THREE PILSENER BRAND,BEER,Harold C. Johnson,Lomira,WI,,12,1,C,F,THREE THIRTY THREE PILSENER BRAND,BEER,Harold C. Johnson,Lomira,WI,,,100,12,1,,,
1187010,C,TIME LAGER,BEER,Time,Dallas,TX,,12,1,C,F,TIME LAGER,BEER,Time,Dallas,TX,,,1000+,12,1,T,,
1187020,C,TORNBERG'S OLD GERMAN,BEER,El Rey,San Francisco,CA,N.O. 4%,12,1,C,F,TORNBERG'S OLD GERMAN,BEER,El Rey,San Francisco,CA,N.O. 4%,,1000+,12,1,T,,
1187030,C,TORNBERG'S OLD GERMAN,BEER,El Rey,San Francisco,CA,,12,1,C,F,TORNBERG'S OLD GERMAN,BEER,El Rey,San Francisco,CA,,,1000+,12,1,T,,
1187040,C,TORNBERG'S OLD GERMAN,BEER,El Rey,San Francisco,CA,N.O. 4%,12,1,C,F,TORNBERG'S OLD GERMAN,BEER,El Rey,San Francisco,CA,N.O. 4%,,1000+,12,1,T,,
1187050,C,TRAVIS EXTRA PALE,BEER,Sabinas,San Antonio,TX,,12,1,C,F,TRAVIS EXTRA PALE,BEER,Sabinas,San Antonio,TX,,,1000+,12,1,T,,
1187060,C,TRAVIS DARK,BEER,Sabinas,San Antonio,TX,,12,1,C,F,TRAVIS DARK,BEER,Sabinas,San Antonio,TX,,,1000+,12,1,T,,
1187070,C,TRENTON OLD STOCK,BEER,Peoples,Trenton,NJ,,12,1,C,F,TRENTON OLD STOCK,BEER,Peoples,Trenton,NJ,,,1000+,12,1,T,,
1187080,C,TROPHY,BEER,Birk Bros.,Chicago,IL,,12,1,C,F,TROPHY,BEER,Birk Bros.,Chicago,IL,,,110,12,1,T,,
1187090,C,TROPHY,BEER,Birk Bros.,Chicago,IL,NIEO 3.2%,12,1,C,F,TROPHY,BEER,Birk Bros.,Chicago,IL,NIEO 3.2%,,110,12,1,T,,
1187100,C,TROPHY,BEER,Birk Bros.,Chicago,IL,DNCMT 4 PC,12,1,C,F,TROPHY,BEER,Birk Bros.,Chicago,IL,DNCMT 4 PC,,110,12,1,T,,
1187110,C,TROPHY,BEER,Birk Bros.,Chicago,IL,STRONG,12,1,C,F,TROPHY,BEER,Birk Bros.,Chicago,IL,STRONG,,120,12,1,T,,
1187120,C,TROPHY,BEER,Birk Bros.,Chicago,IL,,12,1,C,F,TROPHY,BEER,Birk Bros.,Chicago,IL,,,110,12,1,,,
1187125,C,TROPHY,BEER,Birk Bros.,Chicago,IL,NIEO 3.2%,12,1,C,F,TROPHY,BEER,Birk Bros.,Chicago,IL,NIEO 3.2%,,,12,1,,,Yes
1187130,C,TROPHY,BEER,Birk Bros.,Chicago,IL,DNCMT 4 PC,12,1,C,F,TROPHY,BEER,Birk Bros.,Chicago,IL,DNCMT 4 PC,,110,12,1,,,
1187135,C,TROPHY,BEER,Birk Bros.,Chicago,IL,STRONG,12,1,C,F,TROPHY,BEER,Birk Bros.,Chicago,IL,STRONG,,,12,1,,,Yes
1187140,C,TROPHY,BEER,A.B.D. Co.,Lomira,WI,,12,1,C,F,TROPHY,BEER,A.B.D. Co.,Lomira,WI,,,110,12,1,,,
1187150,C,TROPICAL,ALE,Tampa Florida,Tampa,FL,,12,1,C,F,TROPICAL,ALE,Tampa Florida,Tampa,FL,,,300,12,1,T,,
1187160,C,TROPICAL,ALE,Tampa Florida,Tampa,FL,,12,1,C,F,TROPICAL,ALE,Tampa Florida,Tampa,FL,,,300,12,1,,,
1187170,C,TROPICAL EXTRA FINE,ALE,Tampa Florida,Tampa,FL,,12,1,C,F,TROPICAL EXTRA FINE,ALE,Tampa Florida,Tampa,FL,,,450,12,1,,,
1187180,C,TROPICAL EXTRA FINE,ALE,Tampa Florida,Tampa,FL,,12,1,C,F,TROPICAL EXTRA FINE,ALE,Tampa Florida,Tampa,FL,,,450,12,1,,,
1187190,C,TROPICAL EXTRA FINE,ALE,Tampa Florida,Tampa,FL,,12,1,C,F,TROPICAL EXTRA FINE,ALE,Tampa Florida,Tampa,FL,,,450,12,1,,,
1187200,C,TROPICAL,BEER,Tampa Florida,Tampa,FL,,12,1,C,F,TROPICAL,BEER,Tampa Florida,Tampa,FL,,,300,12,1,T,,
1187210,C,TROPICAL,BEER,Tampa Florida,Tampa,FL,,12,1,C,F,TROPICAL,BEER,Tampa Florida,Tampa,FL,,,300,12,1,,,
1187220,C,TROPICAL PREMIUM,BEER,Tampa Florida,Tampa,FL,,12,1,C,F,TROPICAL PREMIUM,BEER,Tampa Florida,Tampa,FL,,,600,12,1,,,
1187230,C,TRU BLU TEN STAR,ALE,Northampton Brewery Corp.,Northampton,PA,,10,2,C,F,TRU BLU TEN STAR,ALE,Northampton Brewery Corp.,Northampton,PA,,,1000+,10,2,T,,
1187240,C,TRU BLU WHITE SEAL PILSENER,BEER,Northampton Brewery Corp.,Northampton,PA,,10,2,C,F,TRU BLU WHITE SEAL PILSENER,BEER,Northampton Brewery Corp.,Northampton,PA,,,1000+,10,2,T,,
1187250,C,TUBE CITY PREMIUM QUALITY,BEER,Tube City,McKeesport,PA,,12,1,C,F,TUBE CITY PREMIUM QUALITY,BEER,Tube City,McKeesport,PA,,,175,12,1,,,
1187260,C,TWENTY GRAND SELECT CREAM,ALE,Red Top,Cincinnati,OH,,12,1,C,F,TWENTY GRAND SELECT CREAM,ALE,Red Top,Cincinnati,OH,,,125,12,1,T,,
1187270,C,TWENTY GRAND SELECT CREAM,ALE,Red Top,Cincinnati,OH,,12,1,C,F,TWENTY GRAND SELECT CREAM,ALE,Red Top,Cincinnati,OH,,,125,12,1,,,
1187280,C,TWENTY GRAND SELECT CREAM,ALE,Red Top,Cincinnati,OH,,12,1,C,F,TWENTY GRAND SELECT CREAM,ALE,Red Top,Cincinnati,OH,,,125,12,1,,,
1187290,C,UCHTORFF GOLDEN HARVEST,BEER,Uchtorff,Davenport,IA,,12,2,C,F,UCHTORFF GOLDEN HARVEST,BEER,Uchtorff,Davenport,IA,,,275,12,2,,,
1187300,C,UTICA CLUB XXX SPARKLING,ALE,West End,Utica,NY,,12,1,C,F,UTICA CLUB XXX SPARKLING,ALE,West End,Utica,NY,,,650,12,1,T,,
1187310,C,UTICA CLUB XXX SPARKLING,ALE,West End,Utica,NY,,12,1,C,F,UTICA CLUB XXX SPARKLING,ALE,West End,Utica,NY,,,700,12,1,T,,
1187320,C,UTICA CLUB XXX SPARKLING,ALE,West End,Utica,NY,,12,1,C,F,UTICA CLUB XXX SPARKLING,ALE,West End,Utica,NY,,,650,12,1,T,,
1188010,C,UTICA CLUB PALE CREAM XXX,ALE,West End,Utica,NY,,12,1,C,F,UTICA CLUB PALE CREAM XXX,ALE,West End,Utica,NY,,,175,12,1,T,,
1188020,C,UTICA CLUB PALE CREAM XXX,ALE,West End,Utica,NY,,12,1,C,F,UTICA CLUB PALE CREAM XXX,ALE,West End,Utica,NY,,,200,12,1,T,,
1188030,C,UTICA CLUB PALE CREAM XXX,ALE,West End,Utica,NY,,12,1,C,F,UTICA CLUB PALE CREAM XXX,ALE,West End,Utica,NY,,,100,12,1,T,,
1188040,C,UTICA CLUB XX PILSENER LAGER,BEER,West End,Utica,NY,,12,1,C,F,UTICA CLUB XX PILSENER LAGER,BEER,West End,Utica,NY,,,225,12,1,T,,
1188050,C,UTICA CLUB XX PILSENER LAGER,BEER,West End,Utica,NY,,12,1,C,F,UTICA CLUB XX PILSENER LAGER,BEER,West End,Utica,NY,,,325,12,1,T,,
1188060,C,UTICA CLUB XX PILSENER LAGER,BEER,West End,Utica,NY,,12,1,C,F,UTICA CLUB XX PILSENER LAGER,BEER,West End,Utica,NY,,,900,12,1,W,,
1188070,C,UTICA CLUB XX PILSENER LAGER,BEER,West End,Utica,NY,,12,1,C,F,UTICA CLUB XX PILSENER LAGER,BEER,West End,Utica,NY,,,100,12,1,T,,
1188080,C,VALLEY BREW PALE PREMIUM,BEER,El Dorado,Stockton,CA,,12,1,C,F,VALLEY BREW PALE PREMIUM,BEER,El Dorado,Stockton,CA,,,1000+,12,1,T,,
1188090,C,VALLEY BREW SPECIAL EXPORT,BEER,El Dorado,Stockton,CA,,12,1,C,F,VALLEY BREW SPECIAL EXPORT,BEER,El Dorado,Stockton,CA,,,450,12,1,T,,
1188100,C,VALLEY BREW SPECIAL EXPORT,BEER,El Dorado,Stockton,CA,,12,1,C,F,VALLEY BREW SPECIAL EXPORT,BEER,El Dorado,Stockton,CA,,,450,12,1,T,,
1188110,C,VALLEY BREW PALE PREMIUM,BEER,El Dorado,Stockton,CA,,12,1,C,F,VALLEY BREW PALE PREMIUM,BEER,El Dorado,Stockton,CA,,,110,12,1,T,,
1188120,C,VALLEY BREW PALE PREMIUM,BEER,El Dorado,Stockton,CA,,12,1,C,F,VALLEY BREW PALE PREMIUM,BEER,El Dorado,Stockton,CA,,,100,12,1,,,
1188130,C,VAN MERRITT BRAND,BEER,Burlington,Burlington,WI,,12,1,C,F,VAN MERRITT BRAND,BEER,Burlington,Burlington,WI,,,110,12,1,T,,
1188140,C,VAN MERRITT BRAND,BEER,Burlington,Burlington,WI,,12,1,C,F,VAN MERRITT BRAND,BEER,Burlington,Burlington,WI,,,110,12,1,,,
